"","STUDENTID","DISTRICTID","PHOENIX","Y1SCHOOLID","Y3SCHOOLID","FAST","S13A","S13B","LUNCH_STATUS","ATTENDANCE_RATE","S2B","C3YRSTCH","P6","P5","P3A","P3B","P3C","P4A","P4B","P4C","Q11","Q10","Q8A","Q8B","Q8C","Q9A","Q9B","Q9C","R6","R5","R3A","R3B","R3C","R4A","R4B","R4C","S12A","S11","S9A","S9B","S9C","S10A","S10B","S10C","PHQ2","ATTENDANCE_PCT","FR_LUNCH"
"1762","E117039",1,"Phoenix School",117,NA,"Control School",NA,NA,3,0.978,NA,NA,1,1,3,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,2,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8,"0"
"1763","E407040",4,"San Antonio School",407,407,"FAST Program",NA,NA,1,0.932,NA,5,5,3,2,2,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.2,"1"
"1764","S108046",1,"Phoenix School",108,108,"Control School",NA,NA,NA,NA,NA,4,6,1,3,3,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765","E108026",1,"Phoenix School",108,NA,"Control School",NA,NA,NA,NA,NA,NA,4,3,1,2,2,1,4,2,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2,3,2,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1766","E401069",4,"San Antonio School",401,438,"FAST Program",NA,NA,3,0.983,NA,5,2,3,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,"0"
"1767","S046010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1768","S117005",1,"Phoenix School",117,117,"Control School",NA,NA,1,1,2,5,6,2,2,2,3,1,2,2,6,2,2,4,2,1,3,2,6,4,1,3,2,1,3,3,NA,2,3,2,3,3,2,3,NA,100,"1"
"1769","E046037",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1770","S111024",1,"Phoenix School",111,111,"Control School",NA,NA,1,1,NA,5,2,1,3,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"1"
"1771","E048035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1772","E417026",4,"San Antonio School",417,417,"Control School",NA,NA,3,0.966,NA,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.6,"0"
"1773","E406025",4,"San Antonio School",406,406,"FAST Program",NA,NA,2,0.955,NA,5,4,1,1,1,1,1,1,1,3,3,1,1,1,1,2,1,5,4,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.5,"1"
"1774","E226018",2,"Phoenix School",226,226,"Control School",NA,NA,2,0.967,NA,5,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7,"1"
"1775","E410092",4,"San Antonio School",410,410,"Control School",NA,NA,1,0.972,NA,5,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,"1"
"1776","E214052",2,"Phoenix School",214,231,"FAST Program",NA,NA,1,0.978,NA,5,6,3,3,4,4,4,4,4,6,4,3,2,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8,"1"
"1777","E411067",4,"San Antonio School",411,411,"Control School",NA,NA,1,1,NA,NA,6,3,3,2,2,3,2,2,6,4,4,3,4,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,"1"
"1778","E108007",1,"Phoenix School",108,108,"Control School",2,1,1,0.955,2,3,2,2,2,3,1,1,2,2,3,1,4,2,1,1,2,1,4,2,4,1,1,1,1,1,3,1,3,2,2,1,2,2,4,95.5,"1"
"1779","S206007",2,"Phoenix School",206,206,"Control School",NA,NA,3,0.906,NA,5,6,3,3,4,4,4,4,4,6,4,4,4,2,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.6,"0"
"1780","S309016",3,"Phoenix School",309,309,"FAST Program",NA,NA,1,0.967,NA,5,2,4,4,4,4,4,4,4,3,4,1,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7,"1"
"1781","E319003",3,"Phoenix School",319,319,"Control School",NA,NA,1,0.978,NA,NA,6,4,3,4,4,4,4,4,6,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8,"1"
"1782","S046051",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1783","E406014",4,"San Antonio School",406,NA,"FAST Program",NA,NA,3,0.921,NA,NA,3,3,1,1,2,1,1,2,6,3,1,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.1,"0"
"1784","S117016",1,"Phoenix School",117,NA,"Control School",NA,NA,1,0.983,NA,NA,0,2,2,3,3,1,2,1,0,1,1,4,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,"1"
"1785","S046039",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1786","E425019",4,"San Antonio School",425,425,"FAST Program",NA,NA,1,0.91,NA,5,5,3,3,4,4,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,"1"
"1787","S113031",1,"Phoenix School",113,108,"FAST Program",NA,NA,1,1,3,NA,6,2,1,1,1,1,2,1,5,3,1,3,2,1,3,3,3,3,3,3,3,3,3,3,NA,NA,1,NA,NA,1,NA,NA,NA,100,"1"
"1788","E404059",4,"San Antonio School",404,444,"Control School",NA,NA,1,0.932,NA,5,6,3,2,3,4,2,2,2,5,1,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.2,"1"
"1789","E402022",4,"San Antonio School",402,449,"Control School",NA,NA,1,0.972,NA,5,1,4,1,1,1,1,1,1,0,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,"1"
"1790","S301022",3,"Phoenix School",301,NA,"FAST Program",NA,NA,1,0.955,NA,NA,0,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.5,"1"
"1791","E301003",3,"Phoenix School",301,301,"FAST Program",NA,NA,1,0.922,NA,1,6,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.2,"1"
"1792","E304004",3,"Phoenix School",304,304,"FAST Program",NA,NA,2,0.956,NA,5,3,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6,"1"
"1793","S207005",2,"Phoenix School",207,207,"FAST Program",NA,NA,1,0.917,NA,5,6,2,4,4,4,NA,NA,NA,6,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7,"1"
"1794","E420013",4,"San Antonio School",420,420,"Control School",NA,NA,3,0.944,NA,5,1,2,1,1,2,1,1,2,3,3,1,1,3,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,"0"
"1795","E408046",4,"San Antonio School",408,NA,"FAST Program",NA,NA,1,0.944,NA,NA,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.4,"1"
"1796","E302084",3,"Phoenix School",302,302,"FAST Program",NA,NA,1,0.956,NA,5,0,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.6,"1"
"1797","E319005",3,"Phoenix School",319,319,"Control School",NA,NA,1,0.906,NA,NA,3,1,1,1,1,1,1,1,5,2,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.6,"1"
